,trackID,ar_cat,start_date,end_date,duration
5755,68471.0,3,2001-02-01 06:00:00,2001-02-01 12:00:00,6.0
5756,68569.0,3,2001-02-14 12:00:00,2001-02-14 18:00:00,6.0
5759,68658.0,3,2001-02-26 00:00:00,2001-02-27 00:00:00,24.0
5762,68858.0,3,2001-03-22 06:00:00,2001-03-22 12:00:00,6.0
5763,68864.0,3,2001-03-22 18:00:00,2001-03-23 00:00:00,6.0
5766,68898.0,3,2001-03-28 06:00:00,2001-03-29 00:00:00,18.0
5767,68911.0,3,2001-03-30 00:00:00,2001-03-30 12:00:00,12.0
5768,68982.0,3,2001-04-08 12:00:00,2001-04-08 18:00:00,6.0
5769,69147.0,3,2001-04-26 06:00:00,2001-04-28 12:00:00,54.0
5771,69259.0,3,2001-05-08 06:00:00,2001-05-09 18:00:00,36.0
5772,69264.0,3,2001-05-08 12:00:00,2001-05-08 18:00:00,6.0
5773,69321.0,3,2001-05-16 06:00:00,2001-05-16 12:00:00,6.0
5774,69399.0,3,2001-05-25 06:00:00,2001-05-25 12:00:00,6.0
5775,69410.0,3,2001-05-27 06:00:00,2001-05-27 12:00:00,6.0
5776,69424.0,3,2001-05-28 12:00:00,2001-05-28 18:00:00,6.0
5777,69434.0,3,2001-05-29 00:00:00,2001-05-29 06:00:00,6.0
5779,69453.0,3,2001-05-31 00:00:00,2001-06-01 00:00:00,24.0
5780,69440.0,3,2001-05-31 12:00:00,2001-05-31 18:00:00,6.0
5786,71306.0,3,2001-12-22 00:00:00,2001-12-22 06:00:00,6.0
5787,71435.0,3,2001-12-31 12:00:00,2001-12-31 18:00:00,6.0
5790,71560.0,3,2002-01-15 06:00:00,2002-01-15 18:00:00,12.0
5791,71571.0,3,2002-01-16 06:00:00,2002-01-16 12:00:00,6.0
5792,71578.0,3,2002-01-16 18:00:00,2002-01-17 00:00:00,6.0
5793,71587.0,3,2002-01-17 18:00:00,2002-01-18 00:00:00,6.0
5794,71593.0,3,2002-01-18 06:00:00,2002-01-18 18:00:00,12.0
5795,71607.0,3,2002-01-20 00:00:00,2002-01-20 12:00:00,12.0
5796,71630.0,3,2002-01-22 12:00:00,2002-01-23 00:00:00,12.0
5797,71642.0,3,2002-01-23 06:00:00,2002-01-23 12:00:00,6.0
5798,71648.0,3,2002-01-23 18:00:00,2002-01-25 00:00:00,30.0
5799,71686.0,3,2002-01-28 06:00:00,2002-01-29 00:00:00,18.0
5801,71717.0,3,2002-01-31 12:00:00,2002-01-31 18:00:00,6.0
5802,71760.0,3,2002-02-06 00:00:00,2002-02-06 12:00:00,12.0
5803,71767.0,3,2002-02-07 06:00:00,2002-02-08 18:00:00,36.0
5804,71795.0,3,2002-02-11 00:00:00,2002-02-11 06:00:00,6.0
5805,71801.0,3,2002-02-11 12:00:00,2002-02-12 00:00:00,12.0
5807,71810.0,3,2002-02-17 06:00:00,2002-02-17 12:00:00,6.0
5811,71869.0,3,2002-02-22 00:00:00,2002-02-23 00:00:00,24.0
5818,71963.0,3,2002-03-04 06:00:00,2002-03-04 12:00:00,6.0
5819,72039.0,3,2002-03-14 12:00:00,2002-03-15 00:00:00,12.0
5823,72114.0,3,2002-03-23 06:00:00,2002-03-23 12:00:00,6.0
5824,72134.0,3,2002-03-25 06:00:00,2002-03-25 12:00:00,6.0
5825,72146.0,3,2002-03-26 06:00:00,2002-03-26 18:00:00,12.0
5826,72159.0,3,2002-03-27 18:00:00,2002-03-28 00:00:00,6.0
5831,72210.0,3,2002-04-06 00:00:00,2002-04-06 12:00:00,12.0
5832,72255.0,3,2002-04-09 06:00:00,2002-04-09 12:00:00,6.0
5833,72258.0,3,2002-04-09 18:00:00,2002-04-10 00:00:00,6.0
5834,72254.0,3,2002-04-15 00:00:00,2002-04-15 06:00:00,6.0
5836,72313.0,3,2002-04-18 12:00:00,2002-04-19 00:00:00,12.0
5837,72216.0,3,2002-04-18 12:00:00,2002-04-18 18:00:00,6.0
5840,72362.0,3,2002-04-24 06:00:00,2002-04-24 12:00:00,6.0
5841,72372.0,3,2002-04-25 06:00:00,2002-04-25 18:00:00,12.0
5842,72353.0,3,2002-04-25 12:00:00,2002-04-25 18:00:00,6.0
5843,72378.0,3,2002-04-26 00:00:00,2002-04-26 12:00:00,12.0
5844,72380.0,3,2002-04-26 06:00:00,2002-04-26 18:00:00,12.0
5845,72385.0,3,2002-04-27 00:00:00,2002-04-27 18:00:00,18.0
5846,72400.0,3,2002-04-29 06:00:00,2002-04-29 12:00:00,6.0
5847,72411.0,3,2002-04-30 06:00:00,2002-04-30 12:00:00,6.0
5854,72547.0,3,2002-05-18 06:00:00,2002-05-21 12:00:00,78.0
5855,72566.0,3,2002-05-21 12:00:00,2002-05-21 18:00:00,6.0
5856,72625.0,3,2002-05-26 12:00:00,2002-05-27 00:00:00,12.0
5857,74383.0,3,2002-12-01 18:00:00,2002-12-02 00:00:00,6.0
5861,74610.0,3,2002-12-31 06:00:00,2002-12-31 12:00:00,6.0
5865,74829.0,3,2003-01-27 12:00:00,2003-01-27 18:00:00,6.0
5868,74873.0,3,2003-02-06 00:00:00,2003-02-06 06:00:00,6.0
5872,74922.0,3,2003-02-18 00:00:00,2003-02-19 18:00:00,42.0
5879,75108.0,3,2003-03-02 06:00:00,2003-03-02 18:00:00,12.0
5880,75125.0,3,2003-03-04 06:00:00,2003-03-04 18:00:00,12.0
5883,75212.0,3,2003-03-16 18:00:00,2003-03-17 00:00:00,6.0
5890,75346.0,3,2003-04-04 06:00:00,2003-04-04 12:00:00,6.0
5891,75358.0,3,2003-04-05 12:00:00,2003-04-09 18:00:00,102.0
5894,75461.0,3,2003-04-18 00:00:00,2003-04-19 00:00:00,24.0
5895,75467.0,3,2003-04-18 06:00:00,2003-04-18 12:00:00,6.0
5896,75479.0,3,2003-04-19 12:00:00,2003-04-19 18:00:00,6.0
5897,75483.0,3,2003-04-20 00:00:00,2003-04-21 00:00:00,24.0
5900,75541.0,3,2003-04-26 12:00:00,2003-04-26 18:00:00,6.0
5901,75596.0,3,2003-05-02 12:00:00,2003-05-02 18:00:00,6.0
5902,75606.0,3,2003-05-03 06:00:00,2003-05-03 12:00:00,6.0
5903,75595.0,3,2003-05-03 18:00:00,2003-05-04 06:00:00,12.0
5904,75614.0,3,2003-05-04 18:00:00,2003-05-05 06:00:00,12.0
5905,75618.0,3,2003-05-05 12:00:00,2003-05-05 18:00:00,6.0
5907,75689.0,3,2003-05-15 06:00:00,2003-05-16 12:00:00,30.0
5908,75703.0,3,2003-05-17 06:00:00,2003-05-20 12:00:00,78.0
5909,75776.0,3,2003-05-25 00:00:00,2003-05-25 06:00:00,6.0
5915,77664.0,3,2003-12-16 06:00:00,2003-12-18 00:00:00,42.0
5916,77742.0,3,2003-12-27 18:00:00,2003-12-28 00:00:00,6.0
5922,77894.0,3,2004-01-16 00:00:00,2004-01-16 06:00:00,6.0
5923,77935.0,3,2004-01-21 00:00:00,2004-01-24 06:00:00,78.0
5924,77962.0,3,2004-01-24 12:00:00,2004-01-24 18:00:00,6.0
5926,78012.0,3,2004-01-30 06:00:00,2004-01-30 12:00:00,6.0
5927,78023.0,3,2004-01-31 12:00:00,2004-02-01 00:00:00,12.0
5930,78083.0,3,2004-02-09 00:00:00,2004-02-09 06:00:00,6.0
5933,78229.0,3,2004-02-28 06:00:00,2004-02-28 18:00:00,12.0
5934,78287.0,3,2004-03-06 06:00:00,2004-03-06 12:00:00,6.0
5935,78311.0,3,2004-03-09 18:00:00,2004-03-10 12:00:00,18.0
5936,78315.0,3,2004-03-10 12:00:00,2004-03-11 12:00:00,24.0
5944,78412.0,3,2004-03-23 12:00:00,2004-03-24 00:00:00,12.0
5945,78435.0,3,2004-03-25 12:00:00,2004-03-25 18:00:00,6.0
5946,78440.0,3,2004-03-26 06:00:00,2004-03-26 18:00:00,12.0
5947,78449.0,3,2004-03-27 06:00:00,2004-03-27 18:00:00,12.0
5948,78457.0,3,2004-03-28 00:00:00,2004-03-29 00:00:00,24.0
5949,78473.0,3,2004-03-30 00:00:00,2004-03-30 06:00:00,6.0
5950,78480.0,3,2004-03-30 12:00:00,2004-03-30 18:00:00,6.0
5951,78484.0,3,2004-03-31 00:00:00,2004-03-31 06:00:00,6.0
5952,78490.0,3,2004-03-31 12:00:00,2004-03-31 18:00:00,6.0
5954,78503.0,3,2004-04-06 00:00:00,2004-04-06 12:00:00,12.0
5957,78613.0,3,2004-04-15 12:00:00,2004-04-16 18:00:00,30.0
5958,78618.0,3,2004-04-14 00:00:00,2004-04-14 12:00:00,12.0
5959,78622.0,3,2004-04-14 18:00:00,2004-04-15 00:00:00,6.0
5960,78630.0,3,2004-04-15 06:00:00,2004-04-17 06:00:00,48.0
5961,78657.0,3,2004-04-17 12:00:00,2004-04-17 18:00:00,6.0
5962,78648.0,3,2004-04-17 18:00:00,2004-04-18 00:00:00,6.0
5963,78662.0,3,2004-04-18 06:00:00,2004-04-19 12:00:00,30.0
5964,78675.0,3,2004-04-21 06:00:00,2004-04-26 06:00:00,120.0
5966,78737.0,3,2004-04-28 12:00:00,2004-04-28 18:00:00,6.0
5967,78742.0,3,2004-04-29 06:00:00,2004-04-29 12:00:00,6.0
5968,78745.0,3,2004-04-30 00:00:00,2004-04-30 12:00:00,12.0
5969,78794.0,3,2004-05-06 00:00:00,2004-05-07 12:00:00,36.0
5970,78834.0,3,2004-05-10 06:00:00,2004-05-12 00:00:00,42.0
5971,78848.0,3,2004-05-12 00:00:00,2004-05-12 06:00:00,6.0
5972,78862.0,3,2004-05-14 00:00:00,2004-05-14 12:00:00,12.0
5973,78900.0,3,2004-05-17 12:00:00,2004-05-17 18:00:00,6.0
5974,78886.0,3,2004-05-17 18:00:00,2004-05-19 18:00:00,48.0
5975,78913.0,3,2004-05-19 18:00:00,2004-05-20 06:00:00,12.0
5976,78928.0,3,2004-05-20 06:00:00,2004-05-20 12:00:00,6.0
5977,78957.0,3,2004-05-23 12:00:00,2004-05-23 18:00:00,6.0
5978,78961.0,3,2004-05-24 06:00:00,2004-05-24 12:00:00,6.0
5979,78973.0,3,2004-05-25 06:00:00,2004-05-25 18:00:00,12.0
5980,78983.0,3,2004-05-26 06:00:00,2004-05-26 12:00:00,6.0
5987,80988.0,3,2004-12-31 00:00:00,2004-12-31 06:00:00,6.0
5988,81002.0,3,2004-12-31 18:00:00,2005-01-01 18:00:00,24.0
5989,81018.0,3,2005-01-02 00:00:00,2005-01-02 06:00:00,6.0
5996,81195.0,3,2005-01-21 12:00:00,2005-01-21 18:00:00,6.0
5998,81256.0,3,2005-01-27 12:00:00,2005-01-27 18:00:00,6.0
5999,81269.0,3,2005-01-28 00:00:00,2005-02-02 00:00:00,120.0
6000,81247.0,3,2005-02-01 18:00:00,2005-02-02 12:00:00,18.0
6001,81321.0,3,2005-02-02 12:00:00,2005-02-02 18:00:00,6.0
6005,81409.0,3,2005-02-15 18:00:00,2005-02-16 00:00:00,6.0
6006,81433.0,3,2005-02-15 06:00:00,2005-02-15 12:00:00,6.0
6007,81448.0,3,2005-02-16 18:00:00,2005-02-17 00:00:00,6.0
6008,81481.0,3,2005-02-19 12:00:00,2005-02-19 18:00:00,6.0
6009,81488.0,3,2005-02-20 00:00:00,2005-02-20 06:00:00,6.0
6010,81492.0,3,2005-02-20 12:00:00,2005-02-20 18:00:00,6.0
6011,81499.0,3,2005-02-21 12:00:00,2005-02-22 00:00:00,12.0
6012,81506.0,3,2005-02-22 12:00:00,2005-02-23 00:00:00,12.0
6013,81454.0,3,2005-02-22 12:00:00,2005-02-22 18:00:00,6.0
6018,81617.0,3,2005-03-06 06:00:00,2005-03-06 12:00:00,6.0
6019,81637.0,3,2005-03-08 00:00:00,2005-03-08 18:00:00,18.0
6020,81657.0,3,2005-03-09 18:00:00,2005-03-10 00:00:00,6.0
6026,81745.0,3,2005-03-21 06:00:00,2005-03-22 00:00:00,18.0
6027,81774.0,3,2005-03-23 06:00:00,2005-03-25 18:00:00,60.0
6028,81776.0,3,2005-03-25 00:00:00,2005-03-26 00:00:00,24.0
6029,81786.0,3,2005-03-25 12:00:00,2005-03-25 18:00:00,6.0
6030,81808.0,3,2005-03-28 12:00:00,2005-03-29 06:00:00,18.0
6031,81817.0,3,2005-03-29 12:00:00,2005-03-29 18:00:00,6.0
6032,81823.0,3,2005-03-30 12:00:00,2005-03-31 12:00:00,24.0
6033,81841.0,3,2005-04-05 00:00:00,2005-04-05 12:00:00,12.0
6034,81873.0,3,2005-04-06 06:00:00,2005-04-06 12:00:00,6.0
6035,81878.0,3,2005-04-06 18:00:00,2005-04-07 00:00:00,6.0
6036,81888.0,3,2005-04-07 18:00:00,2005-04-08 00:00:00,6.0
6037,81898.0,3,2005-04-09 06:00:00,2005-04-09 12:00:00,6.0
6038,81900.0,3,2005-04-09 18:00:00,2005-04-11 00:00:00,30.0
6039,81944.0,3,2005-04-19 00:00:00,2005-04-19 06:00:00,6.0
6043,82305.0,3,2005-05-28 06:00:00,2005-05-28 12:00:00,6.0
6044,82310.0,3,2005-05-29 06:00:00,2005-05-29 12:00:00,6.0
6045,84153.0,3,2005-12-04 18:00:00,2005-12-05 00:00:00,6.0
6046,84291.0,3,2005-12-22 06:00:00,2005-12-24 00:00:00,42.0
6050,84568.0,3,2006-01-25 18:00:00,2006-01-26 00:00:00,6.0
6065,84815.0,3,2006-02-26 00:00:00,2006-02-26 06:00:00,6.0
6066,84873.0,3,2006-02-28 06:00:00,2006-02-28 12:00:00,6.0
6067,84977.0,3,2006-03-10 06:00:00,2006-03-11 18:00:00,36.0
6068,84994.0,3,2006-03-12 06:00:00,2006-03-12 12:00:00,6.0
6069,85037.0,3,2006-03-16 06:00:00,2006-03-16 12:00:00,6.0
6070,85042.0,3,2006-03-16 18:00:00,2006-03-17 00:00:00,6.0
6078,85255.0,3,2006-04-09 00:00:00,2006-04-10 18:00:00,42.0
6079,85252.0,3,2006-04-10 18:00:00,2006-04-11 06:00:00,12.0
6080,85267.0,3,2006-04-11 06:00:00,2006-04-12 06:00:00,24.0
6082,85340.0,3,2006-04-20 06:00:00,2006-04-20 12:00:00,6.0
6083,85343.0,3,2006-04-20 12:00:00,2006-04-20 18:00:00,6.0
6085,85409.0,3,2006-04-28 12:00:00,2006-04-28 18:00:00,6.0
6086,85497.0,3,2006-05-10 12:00:00,2006-05-11 12:00:00,24.0
6087,85510.0,3,2006-05-12 06:00:00,2006-05-12 12:00:00,6.0
6088,85618.0,3,2006-05-27 00:00:00,2006-05-27 12:00:00,12.0
6089,85639.0,3,2006-05-29 00:00:00,2006-05-29 06:00:00,6.0
6090,85651.0,3,2006-05-30 00:00:00,2006-05-31 06:00:00,30.0
6091,87455.0,3,2006-12-05 00:00:00,2006-12-05 12:00:00,12.0
6106,87984.0,3,2007-02-10 00:00:00,2007-02-11 12:00:00,36.0
6107,88014.0,3,2007-02-11 18:00:00,2007-02-12 00:00:00,6.0
6108,88038.0,3,2007-02-14 00:00:00,2007-02-15 12:00:00,36.0
6110,88130.0,3,2007-02-25 12:00:00,2007-02-26 00:00:00,12.0
6111,88138.0,3,2007-02-28 00:00:00,2007-03-01 00:00:00,24.0
6112,88165.0,3,2007-03-01 12:00:00,2007-03-02 00:00:00,12.0
6113,88247.0,3,2007-03-12 00:00:00,2007-03-13 00:00:00,24.0
6114,88263.0,3,2007-03-13 06:00:00,2007-03-13 12:00:00,6.0
6116,88295.0,3,2007-03-25 00:00:00,2007-03-26 00:00:00,24.0
6120,88451.0,3,2007-04-08 12:00:00,2007-04-08 18:00:00,6.0
6123,88507.0,3,2007-04-16 06:00:00,2007-04-17 00:00:00,18.0
6124,88545.0,3,2007-04-21 06:00:00,2007-04-23 00:00:00,42.0
6125,88561.0,3,2007-04-23 00:00:00,2007-04-23 06:00:00,6.0
6127,88622.0,3,2007-05-01 12:00:00,2007-05-01 18:00:00,6.0
6128,88693.0,3,2007-05-07 18:00:00,2007-05-08 00:00:00,6.0
6129,88710.0,3,2007-05-09 18:00:00,2007-05-10 18:00:00,24.0
6130,88730.0,3,2007-05-12 12:00:00,2007-05-12 18:00:00,6.0
6131,88736.0,3,2007-05-12 18:00:00,2007-05-13 12:00:00,18.0
6132,88754.0,3,2007-05-14 06:00:00,2007-05-14 12:00:00,6.0
6133,88758.0,3,2007-05-15 00:00:00,2007-05-15 18:00:00,18.0
6134,88742.0,3,2007-05-15 12:00:00,2007-05-17 06:00:00,42.0
6135,88760.0,3,2007-05-15 18:00:00,2007-05-16 00:00:00,6.0
6136,88762.0,3,2007-05-17 06:00:00,2007-05-18 00:00:00,18.0
6137,88779.0,3,2007-05-18 12:00:00,2007-05-18 18:00:00,6.0
6138,88789.0,3,2007-05-20 12:00:00,2007-05-23 18:00:00,78.0
6139,88795.0,3,2007-05-20 18:00:00,2007-05-21 00:00:00,6.0
6140,88801.0,3,2007-05-21 18:00:00,2007-05-22 00:00:00,6.0
6141,88808.0,3,2007-05-23 06:00:00,2007-05-23 12:00:00,6.0
6142,88816.0,3,2007-05-24 06:00:00,2007-05-24 12:00:00,6.0
6143,90684.0,3,2007-12-08 06:00:00,2007-12-08 18:00:00,12.0
6144,90762.0,3,2007-12-15 06:00:00,2007-12-17 18:00:00,60.0
6145,90785.0,3,2007-12-17 18:00:00,2007-12-18 00:00:00,6.0
6146,90793.0,3,2007-12-18 06:00:00,2007-12-18 18:00:00,12.0
6153,90969.0,3,2008-01-10 00:00:00,2008-01-10 06:00:00,6.0
6156,91035.0,3,2008-01-18 06:00:00,2008-01-18 12:00:00,6.0
6157,91040.0,3,2008-01-18 18:00:00,2008-01-19 00:00:00,6.0
6158,91042.0,3,2008-01-19 06:00:00,2008-01-19 18:00:00,12.0
6159,91052.0,3,2008-01-20 06:00:00,2008-01-21 00:00:00,18.0
6160,91041.0,3,2008-01-22 12:00:00,2008-01-31 18:00:00,222.0
6163,91213.0,3,2008-02-07 18:00:00,2008-02-10 18:00:00,72.0
6167,91352.0,3,2008-02-28 00:00:00,2008-02-28 06:00:00,6.0
6170,91477.0,3,2008-03-14 12:00:00,2008-03-14 18:00:00,6.0
6171,91478.0,3,2008-03-14 12:00:00,2008-03-14 18:00:00,6.0
6172,91483.0,3,2008-03-15 00:00:00,2008-03-15 06:00:00,6.0
6173,91495.0,3,2008-03-16 12:00:00,2008-03-17 00:00:00,12.0
6174,91532.0,3,2008-03-21 00:00:00,2008-03-21 12:00:00,12.0
6175,91544.0,3,2008-03-23 12:00:00,2008-03-25 06:00:00,42.0
6176,91586.0,3,2008-03-27 12:00:00,2008-03-28 00:00:00,12.0
6177,91598.0,3,2008-03-28 06:00:00,2008-03-28 12:00:00,6.0
6178,91611.0,3,2008-03-30 06:00:00,2008-03-30 12:00:00,6.0
6179,91646.0,3,2008-04-03 06:00:00,2008-04-03 18:00:00,12.0
6180,91659.0,3,2008-04-04 06:00:00,2008-04-04 18:00:00,12.0
6185,91902.0,3,2008-05-04 06:00:00,2008-05-04 12:00:00,6.0
6189,93913.0,3,2008-12-08 06:00:00,2008-12-08 18:00:00,12.0
6194,94008.0,3,2008-12-20 00:00:00,2008-12-20 18:00:00,18.0
6195,94036.0,3,2008-12-22 12:00:00,2008-12-24 00:00:00,36.0
6201,94294.0,3,2009-01-25 00:00:00,2009-01-25 06:00:00,6.0
6204,94453.0,3,2009-02-13 00:00:00,2009-02-13 12:00:00,12.0
6212,94659.0,3,2009-03-10 12:00:00,2009-03-10 18:00:00,6.0
6213,94665.0,3,2009-03-11 00:00:00,2009-03-12 06:00:00,30.0
6223,94901.0,3,2009-04-08 12:00:00,2009-04-08 18:00:00,6.0
6226,94950.0,3,2009-04-14 00:00:00,2009-04-14 18:00:00,18.0
6227,94974.0,3,2009-04-15 06:00:00,2009-04-15 12:00:00,6.0
6228,94976.0,3,2009-04-16 06:00:00,2009-04-17 06:00:00,24.0
6229,94968.0,3,2009-04-16 12:00:00,2009-04-16 18:00:00,6.0
6230,94993.0,3,2009-04-17 06:00:00,2009-04-19 00:00:00,42.0
6231,94991.0,3,2009-04-17 06:00:00,2009-04-17 18:00:00,12.0
6232,95008.0,3,2009-04-18 12:00:00,2009-04-18 18:00:00,6.0
6233,95015.0,3,2009-04-19 12:00:00,2009-04-19 18:00:00,6.0
6234,95026.0,3,2009-04-22 00:00:00,2009-04-22 18:00:00,18.0
6235,95054.0,3,2009-04-25 06:00:00,2009-04-25 12:00:00,6.0
6236,95036.0,3,2009-04-25 12:00:00,2009-04-26 00:00:00,12.0
6239,95118.0,3,2009-05-03 00:00:00,2009-05-03 12:00:00,12.0
6240,95116.0,3,2009-05-07 00:00:00,2009-05-07 06:00:00,6.0
6244,95203.0,3,2009-05-13 06:00:00,2009-05-14 18:00:00,36.0
6245,95309.0,3,2009-05-23 18:00:00,2009-05-24 00:00:00,6.0
6246,95325.0,3,2009-05-25 06:00:00,2009-05-25 12:00:00,6.0
6247,95335.0,3,2009-05-26 00:00:00,2009-05-27 18:00:00,42.0
6248,95371.0,3,2009-05-30 06:00:00,2009-05-30 12:00:00,6.0
6249,95369.0,3,2009-05-30 18:00:00,2009-06-01 00:00:00,30.0
6250,97256.0,3,2009-12-10 00:00:00,2009-12-10 06:00:00,6.0
6252,97349.0,3,2009-12-16 00:00:00,2009-12-16 06:00:00,6.0
6253,97352.0,3,2009-12-16 06:00:00,2009-12-16 12:00:00,6.0
6255,97392.0,3,2009-12-20 18:00:00,2009-12-21 06:00:00,12.0
6257,97571.0,3,2010-01-12 06:00:00,2010-01-13 18:00:00,36.0
6260,97837.0,3,2010-02-12 06:00:00,2010-02-12 12:00:00,6.0
6261,97866.0,3,2010-02-16 06:00:00,2010-02-16 12:00:00,6.0
6262,97882.0,3,2010-02-17 18:00:00,2010-02-18 00:00:00,6.0
6263,97877.0,3,2010-02-17 18:00:00,2010-02-19 06:00:00,36.0
6264,97889.0,3,2010-02-18 06:00:00,2010-02-18 12:00:00,6.0
6265,97895.0,3,2010-02-19 06:00:00,2010-02-19 18:00:00,12.0
6268,97909.0,3,2010-02-22 00:00:00,2010-02-22 06:00:00,6.0
6269,97924.0,3,2010-02-23 12:00:00,2010-02-23 18:00:00,6.0
6270,97935.0,3,2010-02-24 06:00:00,2010-02-24 18:00:00,12.0
6278,98084.0,3,2010-03-12 00:00:00,2010-03-12 06:00:00,6.0
6279,98080.0,3,2010-03-13 00:00:00,2010-03-13 12:00:00,12.0
6282,98166.0,3,2010-03-22 12:00:00,2010-03-23 00:00:00,12.0
6283,98177.0,3,2010-03-23 06:00:00,2010-03-23 18:00:00,12.0
6284,98160.0,3,2010-03-23 18:00:00,2010-03-24 00:00:00,6.0
6285,98202.0,3,2010-03-26 12:00:00,2010-03-26 18:00:00,6.0
6286,98200.0,3,2010-03-28 00:00:00,2010-03-28 12:00:00,12.0
6287,98216.0,3,2010-03-28 00:00:00,2010-04-01 00:00:00,96.0
6288,98243.0,3,2010-04-01 00:00:00,2010-04-01 18:00:00,18.0
6289,98255.0,3,2010-04-02 06:00:00,2010-04-02 18:00:00,12.0
6290,98266.0,3,2010-04-03 12:00:00,2010-04-03 18:00:00,6.0
6291,98299.0,3,2010-04-10 00:00:00,2010-04-10 18:00:00,18.0
6292,98328.0,3,2010-04-10 18:00:00,2010-04-11 00:00:00,6.0
6297,98370.0,3,2010-04-18 06:00:00,2010-04-18 12:00:00,6.0
6298,98371.0,3,2010-04-18 06:00:00,2010-04-18 12:00:00,6.0
6299,98379.0,3,2010-04-19 06:00:00,2010-04-21 12:00:00,54.0
6300,98397.0,3,2010-04-21 12:00:00,2010-04-21 18:00:00,6.0
6301,98414.0,3,2010-04-24 00:00:00,2010-04-25 12:00:00,36.0
6302,98454.0,3,2010-04-30 12:00:00,2010-04-30 18:00:00,6.0
6308,98518.0,3,2010-05-08 06:00:00,2010-05-08 18:00:00,12.0
6309,98534.0,3,2010-05-09 06:00:00,2010-05-09 12:00:00,6.0
6310,98546.0,3,2010-05-11 06:00:00,2010-05-13 12:00:00,54.0
6311,98578.0,3,2010-05-14 06:00:00,2010-05-14 12:00:00,6.0
6312,98586.0,3,2010-05-14 18:00:00,2010-05-15 00:00:00,6.0
6315,98601.0,3,2010-05-17 00:00:00,2010-05-18 12:00:00,36.0
6316,98620.0,3,2010-05-18 18:00:00,2010-05-19 00:00:00,6.0
6317,98625.0,3,2010-05-19 06:00:00,2010-05-19 12:00:00,6.0
6318,98633.0,3,2010-05-20 00:00:00,2010-05-23 12:00:00,84.0
6319,98644.0,3,2010-05-21 06:00:00,2010-05-21 12:00:00,6.0
6320,98651.0,3,2010-05-21 18:00:00,2010-05-22 00:00:00,6.0
6321,98663.0,3,2010-05-22 12:00:00,2010-05-22 18:00:00,6.0
6322,98670.0,3,2010-05-23 12:00:00,2010-05-24 00:00:00,12.0
6323,98679.0,3,2010-05-24 06:00:00,2010-05-26 12:00:00,54.0
6324,98681.0,3,2010-05-24 06:00:00,2010-05-24 12:00:00,6.0
6325,98696.0,3,2010-05-26 06:00:00,2010-05-26 12:00:00,6.0
6326,98713.0,3,2010-05-28 00:00:00,2010-05-28 12:00:00,12.0
6327,98686.0,3,2010-05-31 06:00:00,2010-05-31 12:00:00,6.0
6328,100604.0,3,2010-12-05 18:00:00,2010-12-06 00:00:00,6.0
6329,100617.0,3,2010-12-06 18:00:00,2010-12-07 00:00:00,6.0
6330,100616.0,3,2010-12-07 00:00:00,2010-12-07 06:00:00,6.0
6331,100619.0,3,2010-12-08 06:00:00,2010-12-11 12:00:00,78.0
6332,100806.0,3,2010-12-30 06:00:00,2010-12-30 18:00:00,12.0
6333,100821.0,3,2010-12-31 06:00:00,2011-01-02 00:00:00,42.0
6336,100942.0,3,2011-01-14 06:00:00,2011-01-14 12:00:00,6.0
6341,101040.0,3,2011-02-04 00:00:00,2011-02-04 06:00:00,6.0
6342,101129.0,3,2011-02-07 00:00:00,2011-02-07 18:00:00,18.0
6344,101168.0,3,2011-02-15 00:00:00,2011-02-16 18:00:00,42.0
6345,101216.0,3,2011-02-17 00:00:00,2011-02-18 06:00:00,30.0
6347,101281.0,3,2011-02-26 06:00:00,2011-02-26 12:00:00,6.0
6351,101370.0,3,2011-03-07 00:00:00,2011-03-07 06:00:00,6.0
6352,101398.0,3,2011-03-09 12:00:00,2011-03-09 18:00:00,6.0
6353,101396.0,3,2011-03-15 00:00:00,2011-03-16 00:00:00,24.0
6354,101489.0,3,2011-03-19 12:00:00,2011-03-21 18:00:00,54.0
6358,101631.0,3,2011-04-04 12:00:00,2011-04-05 00:00:00,12.0
6363,101729.0,3,2011-04-16 06:00:00,2011-04-16 18:00:00,12.0
6364,101737.0,3,2011-04-17 06:00:00,2011-04-17 12:00:00,6.0
6365,101760.0,3,2011-04-20 06:00:00,2011-04-21 00:00:00,18.0
6366,101874.0,3,2011-05-05 06:00:00,2011-05-05 12:00:00,6.0
6367,101881.0,3,2011-05-06 06:00:00,2011-05-06 12:00:00,6.0
6368,101891.0,3,2011-05-08 18:00:00,2011-05-09 12:00:00,18.0
6369,101993.0,3,2011-05-20 12:00:00,2011-05-22 00:00:00,36.0
6370,102006.0,3,2011-05-22 06:00:00,2011-05-22 12:00:00,6.0
6371,102018.0,3,2011-05-23 06:00:00,2011-05-23 12:00:00,6.0
6373,102083.0,3,2011-05-29 18:00:00,2011-05-30 12:00:00,18.0
6374,102096.0,3,2011-05-31 06:00:00,2011-05-31 18:00:00,12.0
6375,104136.0,3,2011-12-27 18:00:00,2011-12-28 18:00:00,24.0
6376,104169.0,3,2012-01-01 00:00:00,2012-01-03 00:00:00,48.0
6377,104218.0,3,2012-01-08 06:00:00,2012-01-08 12:00:00,6.0
6378,104228.0,3,2012-01-09 06:00:00,2012-01-09 12:00:00,6.0
6380,104314.0,3,2012-01-19 12:00:00,2012-01-20 00:00:00,12.0
